reliability_unit_id,unit_type,coder_id,document_id,sentence_id,sentence_text,source_audit_id,source_span_text,candidate_lexical_unit,span_char_start,span_char_end,mipvu_decision,contextual_meaning,basic_meaning,historical_semantics_note,cluster_id,source_domain,target_domain,entailments,fantasy_type,violence_logic,obligatory_frame,absence_flags,confidence_score,ambiguity_flag,disagreement_category,coder_notes
rel_ident_doc_010_s01_p51_s04,sentence_identification,coder_b_codex_second_pass,doc_010,doc_010_s01_p51_s04,"It is now for them to demonstrate to the world, that those who can fairly carry an election, can also suppress a rebellion---that ballots are the rightful, and peaceful, successors of bullets; and that when ballots have fairly, and constitutionally, decided, there can be no successful appeal, back to bullets; that there can be no successful appeal, except to ballots themselves, at succeeding elections.",inst_00093,,"It is now for them to demonstrate to the world, that those who can fairly carry an election, can also suppress a rebellion",,,metaphor_related,,,,cluster_03_experiment_proposition,scientific_experiment_proof,popular_self_government,the demonstration is for a universal audience ('the world') not just for Americans|the proof has two components: electoral success + military maintenance = same capacity|ballots and bullets are parallel instruments of democratic self-governance,experiment_and_proof,military suppression of rebellion is the act of demonstration — the same competence that wins elections must also win wars; the war is a proof of democratic capacity,true,disease_purification_absent,0.87,false,none,Second pass confirms the Stage 4A reference decision.
rel_ident_doc_010_s01_p56_s01,sentence_identification,coder_a_stage4a_reference,doc_010,doc_010_s01_p56_s01,"And having thus chosen our course, without guile, and with pure purpose, let us renew our trust in God, and go forward without fear, and with manly hearts.",inst_00094,,renew our trust in God,,,metaphor_related,,,,cluster_06_providence_theodicy,divine_providence,union_war_effort,the chosen course ('having thus chosen our course') is sanctioned by God|going forward 'without fear' is possible because trust in God undergirds the effort|the war effort is placed under providential protection,punishment_and_theodicy,divine trust converts the war effort from political choice to providentially sanctioned obligation,true,disease_purification_absent,0.76,false,none,Reference value generated from Stage 4A evidence anchors.
rel_ident_doc_010_s01_p56_s01,sentence_identification,coder_b_codex_second_pass,doc_010,doc_010_s01_p56_s01,"And having thus chosen our course, without guile, and with pure purpose, let us renew our trust in God, and go forward without fear, and with manly hearts.",inst_00094,,renew our trust in God,,,metaphor_related,,,,cluster_06_providence_theodicy,divine_providence,union_war_effort,the chosen course ('having thus chosen our course') is sanctioned by God|going forward 'without fear' is possible because trust in God undergirds the effort|the war effort is placed under providential protection,punishment_and_theodicy,divine trust converts the war effort from political choice to providentially sanctioned obligation,true,disease_purification_absent,0.76,false,none,Second pass confirms the Stage 4A reference decision.
rel_ident_doc_010_s02_p03_s20,sentence_identification,coder_a_stage4a_reference,doc_010,doc_010_s02_p03_s20,"No popular government can long survive a precedent, that those who have carried an election, must, on pain of death to the government itself, surrender the point upon which the people gave the election.''[117]   ``He,'' in the autograph pages of revision at the end of the first proof, changed to ``the Executive'' in second proof.[118]   ``In the justness of God'' as first written, revised to ``in God'' in the autograph pages of first proof.",,,,,,not_metaphor_related,,,,,,,,,,,,,,none,Reference value generated from Stage 4A evidence anchors.
rel_ident_doc_010_s02_p03_s20,sentence_identification,coder_b_codex_second_pass,doc_010,doc_010_s02_p03_s20,"No popular government can long survive a precedent, that those who have carried an election, must, on pain of death to the government itself, surrender the point upon which the people gave the election.''[117]   ``He,'' in the autograph pages of revision at the end of the first proof, changed to ``the Executive'' in second proof.[118]   ``In the justness of God'' as first written, revised to ``in God'' in the autograph pages of first proof.",,,on pain of death to the government itself,,,metaphor_related,,,,cluster_01_body_organism,organism death,government survival under electoral defeat,,wound_and_healing,internal_self_destruction,true,disease_purification_absent,0.74,true,mipvu_decision,"Second pass flags government death language, but the sampled sentence is embedded in editorial revision apparatus and is not accepted as a new Stage 4 evidence unit."
rel_ident_doc_017_s01_p01_s01,sentence_identification,coder_a_stage4a_reference,doc_017,doc_017_s01_p01_s01,"Four score and seven years ago our fathers brought forth on this continent, a new nation, conceived in Liberty, and dedicated to the proposition that all men are created equal.",inst_00001|inst_00002|inst_00003,,"our fathers | brought forth on this continent, a new nation, conceived in Liberty | dedicated to the proposition that all men are created equal",,,metaphor_related,,,,cluster_05_fathers_inheritance|cluster_04_birth_creation|cluster_03_experiment_proposition,paternal_lineage | birth_generation | logical_proposition,founding_generation | national_founding | founding_commitment_to_equality,founders_are_ancestors|citizens_are_descendants|founding_act_creates_intergenerational_obligation|children_owe_fathers_fidelity_to_their_project | the_founding_is_a_birth_act|founders_are_parents|the_nation_is_a_child|liberty_is_the_medium_of_conception|birth_requires_labor|a_born_entity_can_die | equality_is_a_proposition_not_yet_proven|the_nation_exists_to_demonstrate_the_proposition|dedication_to_a_proposition_is_a_logical_commitment|a_proposition_can_be_refuted_by_evidence|war_can_serve_as_a_test_of_the_proposition,ancestral_debt|birth_and_creation|experiment_and_proof,obligatory | generative | evidentiary,true|false,enslaved_people_non_agent,0.98,false,none,Reference value generated from Stage 4A evidence anchors.
rel_ident_doc_017_s01_p01_s01,sentence_identification,coder_b_codex_second_pass,doc_017,doc_017_s01_p01_s01,"Four score and seven years ago our fathers brought forth on this continent, a new nation, conceived in Liberty, and dedicated to the proposition that all men are created equal.",inst_00001|inst_00002|inst_00003,,"our fathers | brought forth on this continent, a new nation, conceived in Liberty | dedicated to the proposition that all men are created equal",,,metaphor_related,,,,cluster_05_fathers_inheritance|cluster_04_birth_creation|cluster_03_experiment_proposition,paternal_lineage | birth_generation | logical_proposition,founding_generation | national_founding | founding_commitment_to_equality,founders_are_ancestors|citizens_are_descendants|founding_act_creates_intergenerational_obligation|children_owe_fathers_fidelity_to_their_project | the_founding_is_a_birth_act|founders_are_parents|the_nation_is_a_child|liberty_is_the_medium_of_conception|birth_requires_labor|a_born_entity_can_die | equality_is_a_proposition_not_yet_proven|the_nation_exists_to_demonstrate_the_proposition|dedication_to_a_proposition_is_a_logical_commitment|a_proposition_can_be_refuted_by_evidence|war_can_serve_as_a_test_of_the_proposition,ancestral_debt|birth_and_creation|experiment_and_proof,obligatory | generative | evidentiary,true|false,enslaved_people_non_agent,0.98,false,none,Second pass confirms the Stage 4A reference decision.
rel_ident_doc_017_s01_p02_s01,sentence_identification,coder_a_stage4a_reference,doc_017,doc_017_s01_p02_s01,"Now we are engaged in a great civil war, testing whether that nation, or any nation so conceived and so dedicated, can long endure.",inst_00004|inst_00005,,"testing whether that nation, or any nation so conceived and so dedicated, can long endure | so conceived and so dedicated",,,metaphor_related,,,,cluster_03_experiment_proposition|cluster_04_birth_creation,scientific_empirical_test | birth_generation,democratic_self_government_under_pressure | national_founding_and_purpose,the_war_is_an_empirical_test|national_survival_is_the_dependent_variable|the_proposition_of_democracy_is_being_measured|the_result_will_constitute_evidence_for_or_against_democracy|the_test_is_universal_any_such_nation | the_nation_carries_its_birth_character_into_the_present|a_conceived_thing_can_be_destroyed_before_it_reaches_maturity|the_birth_origin_defines_what_is_being_tested,experiment_and_proof|birth_and_creation,evidentiary | generative,true|false,confederates_depersonalized|enslaved_people_non_agent|lincoln_non_agent,0.97,false,none,Reference value generated from Stage 4A evidence anchors.
rel_ident_doc_017_s01_p02_s01,sentence_identification,coder_b_codex_second_pass,doc_017,doc_017_s01_p02_s01,"Now we are engaged in a great civil war, testing whether that nation, or any nation so conceived and so dedicated, can long endure.",inst_00004|inst_00005,,"testing whether that nation, or any nation so conceived and so dedicated, can long endure | so conceived and so dedicated",,,metaphor_related,,,,cluster_03_experiment_proposition|cluster_04_birth_creation,scientific_empirical_test | birth_generation,democratic_self_government_under_pressure | national_founding_and_purpose,the_war_is_an_empirical_test|national_survival_is_the_dependent_variable|the_proposition_of_democracy_is_being_measured|the_result_will_constitute_evidence_for_or_against_democracy|the_test_is_universal_any_such_nation | the_nation_carries_its_birth_character_into_the_present|a_conceived_thing_can_be_destroyed_before_it_reaches_maturity|the_birth_origin_defines_what_is_being_tested,experiment_and_proof|birth_and_creation,evidentiary | generative,true|false,confederates_depersonalized|enslaved_people_non_agent|lincoln_non_agent,0.97,false,none,Second pass confirms the Stage 4A reference decision.
rel_ident_doc_017_s01_p02_s02,sentence_identification,coder_a_stage4a_reference,doc_017,doc_017_s01_p02_s02,We are met on a great battle-field of that war.,,,,,,not_metaphor_related,,,,,,,,,,,,,,none,Reference value generated from Stage 4A evidence anchors.
rel_ident_doc_017_s01_p02_s02,sentence_identification,coder_b_codex_second_pass,doc_017,doc_017_s01_p02_s02,We are met on a great battle-field of that war.,,,,,,not_metaphor_related,,,,,,,,,,,,,,none,Second pass confirms the Stage 4A reference decision.
rel_ident_doc_017_s01_p02_s03,sentence_identification,coder_a_stage4a_reference,doc_017,doc_017_s01_p02_s03,"We have come to dedicate a portion of that field, as a final resting place for those who here gave their lives that that nation might live.",inst_00006,,gave their lives that that nation might live,,,metaphor_related,,,,cluster_01_body_organism,organic_life_and_death,national_survival_through_sacrifice,the_nation_has_life_that_can_be_sustained_or_extinguished|individual_lives_can_be_exchanged_for_national_life|the_exchange_is_purposive_and_voluntary|national_life_requires_individual_death_as_input,sacrifice_and_redemption,generative,false,black_soldiers_erased|death_abstracted|enslaved_people_non_agent,0.98,false,none,Reference value generated from Stage 4A evidence anchors.
rel_ident_doc_017_s01_p02_s03,sentence_identification,coder_b_codex_second_pass,doc_017,doc_017_s01_p02_s03,"We have come to dedicate a portion of that field, as a final resting place for those who here gave their lives that that nation might live.",inst_00006,,gave their lives that that nation might live,,,metaphor_related,,,,cluster_01_body_organism,organic_life_and_death,national_survival_through_sacrifice,the_nation_has_life_that_can_be_sustained_or_extinguished|individual_lives_can_be_exchanged_for_national_life|the_exchange_is_purposive_and_voluntary|national_life_requires_individual_death_as_input,sacrifice_and_redemption,generative,false,black_soldiers_erased|death_abstracted|enslaved_people_non_agent,0.98,false,none,Second pass confirms the Stage 4A reference decision.
rel_ident_doc_017_s01_p02_s04,sentence_identification,coder_a_stage4a_reference,doc_017,doc_017_s01_p02_s04,It is altogether fitting and proper that we should do this.,,,,,,not_metaphor_related,,,,,,,,,,,,,,none,Reference value generated from Stage 4A evidence anchors.
rel_ident_doc_017_s01_p02_s04,sentence_identification,coder_b_codex_second_pass,doc_017,doc_017_s01_p02_s04,It is altogether fitting and proper that we should do this.,,,,,,not_metaphor_related,,,,,,,,,,,,,,none,Second pass confirms the Stage 4A reference decision.
rel_ident_doc_017_s01_p03_s01,sentence_identification,coder_a_stage4a_reference,doc_017,doc_017_s01_p03_s01,"But, in a larger sense, we can not dedicate—we can not consecrate—we can not hallow—this ground.",inst_00007,,we can not dedicate—we can not consecrate—we can not hallow—this ground,,,metaphor_related,,,,cluster_06_providence_theodicy,priestly_consecration,human_capacity_to_honor_sacrifice,sacred_ground_requires_priestly_speech_acts|human_speakers_normally_possess_this_power|the_claim_here_is_that_soldiers_sacrifice_has_already_performed_consecration|divine_sanction_has_already_acted_through_the_soldiers,sacrifice_and_redemption,generative,false,death_abstracted|lincoln_non_agent,0.97,false,none,Reference value generated from Stage 4A evidence anchors.
rel_ident_doc_017_s01_p03_s01,sentence_identification,coder_b_codex_second_pass,doc_017,doc_017_s01_p03_s01,"But, in a larger sense, we can not dedicate—we can not consecrate—we can not hallow—this ground.",inst_00007,,we can not dedicate—we can not consecrate—we can not hallow—this ground,,,metaphor_related,,,,cluster_06_providence_theodicy,priestly_consecration,human_capacity_to_honor_sacrifice,sacred_ground_requires_priestly_speech_acts|human_speakers_normally_possess_this_power|the_claim_here_is_that_soldiers_sacrifice_has_already_performed_consecration|divine_sanction_has_already_acted_through_the_soldiers,sacrifice_and_redemption,generative,false,death_abstracted|lincoln_non_agent,0.97,false,none,Second pass confirms the Stage 4A reference decision.
rel_ident_doc_017_s01_p03_s02,sentence_identification,coder_a_stage4a_reference,doc_017,doc_017_s01_p03_s02,"The brave men, living and dead, who struggled here, have consecrated it, far above our poor power to add or detract.",inst_00008,,"have consecrated it, far above our poor power to add or detract",,,metaphor_related,,,,cluster_06_providence_theodicy,priestly_consecration,soldier_sacrifice_as_sanctifying_act,soldier_struggle_performs_the_function_of_priestly_consecration|death_in_battle_is_a_sacred_act_not_a_secular_one|human_speech_is_ontologically_inferior_to_soldier_action|the_ground_is_already_sacred_before_any_ceremony,sacrifice_and_redemption,generative,false,black_soldiers_erased|death_abstracted|lincoln_non_agent,0.96,false,none,Reference value generated from Stage 4A evidence anchors.
rel_ident_doc_017_s01_p03_s02,sentence_identification,coder_b_codex_second_pass,doc_017,doc_017_s01_p03_s02,"The brave men, living and dead, who struggled here, have consecrated it, far above our poor power to add or detract.",inst_00008,,"have consecrated it, far above our poor power to add or detract",,,metaphor_related,,,,cluster_06_providence_theodicy,priestly_consecration,soldier_sacrifice_as_sanctifying_act,soldier_struggle_performs_the_function_of_priestly_consecration|death_in_battle_is_a_sacred_act_not_a_secular_one|human_speech_is_ontologically_inferior_to_soldier_action|the_ground_is_already_sacred_before_any_ceremony,sacrifice_and_redemption,generative,false,black_soldiers_erased|death_abstracted|lincoln_non_agent,0.96,false,none,Second pass confirms the Stage 4A reference decision.
rel_ident_doc_017_s01_p03_s03,sentence_identification,coder_a_stage4a_reference,doc_017,doc_017_s01_p03_s03,"The world will little note, nor long remember what we say here, but it can never forget what they did here.",,,,,,not_metaphor_related,,,,,,,,,,,,,,none,Reference value generated from Stage 4A evidence anchors.
rel_ident_doc_017_s01_p03_s03,sentence_identification,coder_b_codex_second_pass,doc_017,doc_017_s01_p03_s03,"The world will little note, nor long remember what we say here, but it can never forget what they did here.",,,,,,not_metaphor_related,,,,,,,,,,,,,,none,Second pass confirms the Stage 4A reference decision.
rel_ident_doc_017_s01_p03_s04,sentence_identification,coder_a_stage4a_reference,doc_017,doc_017_s01_p03_s04,"It is for us the living, rather, to be dedicated here to the unfinished work which they who fought here have thus far so nobly advanced.",inst_00009,,dedicated here to the unfinished work which they who fought here have thus far so nobly advanced,,,metaphor_related,,,,cluster_02_covenant_oath,votive_dedication,obligation_to_complete_soldiers_work,dedication_is_a_binding_vow|the_soldiers_work_is_unfinished_and_requires_completion|the_living_inherit_the_obligation_from_the_dead|failure_to_complete_would_dishonor_the_dead,oath_and_obligation,obligatory,true,death_abstracted|enslaved_people_non_agent|lincoln_non_agent,0.97,false,none,Reference value generated from Stage 4A evidence anchors.
rel_ident_doc_017_s01_p03_s04,sentence_identification,coder_b_codex_second_pass,doc_017,doc_017_s01_p03_s04,"It is for us the living, rather, to be dedicated here to the unfinished work which they who fought here have thus far so nobly advanced.",inst_00009,,dedicated here to the unfinished work which they who fought here have thus far so nobly advanced,,,metaphor_related,,,,cluster_02_covenant_oath,votive_dedication,obligation_to_complete_soldiers_work,dedication_is_a_binding_vow|the_soldiers_work_is_unfinished_and_requires_completion|the_living_inherit_the_obligation_from_the_dead|failure_to_complete_would_dishonor_the_dead,oath_and_obligation,obligatory,true,death_abstracted|enslaved_people_non_agent|lincoln_non_agent,0.97,false,none,Second pass confirms the Stage 4A reference decision.
rel_ident_doc_017_s01_p03_s05,sentence_identification,coder_a_stage4a_reference,doc_017,doc_017_s01_p03_s05,"It is rather for us to be here dedicated to the great task remaining before us—that from these honored dead we take increased devotion to that cause for which they gave the last full measure of devotion—that we here highly resolve that these dead shall not have died in vain—that this nation, under God, shall have a new birth of freedom—and that government of the people, by the people, for the people, shall not perish from the earth.",inst_00010|inst_00011|inst_00012|inst_00013,,the last full measure of devotion | these dead shall not have died in vain | a new birth of freedom | shall not perish from the earth,,,metaphor_related,,,,cluster_02_covenant_oath|cluster_03_experiment_proposition|cluster_04_birth_creation|cluster_01_body_organism,quantified_votive_resource | logical_proof_and_evidence | birth_generation | organic_death_and_survival,soldiers_total_self_sacrifice | soldier_deaths_as_evidence_for_democracy | post_war_freedom_and_national_renewal | democratic_government_persistence,devotion_is_a_quantifiable_resource|the_soldiers_gave_all_of_it|the_living_are_implicitly_called_to_give_more_of_their_own_devotion|partial_devotion_would_dishonor_the_total_sacrifice | deaths_are_evidence_in_the_test_of_democracy|to_die_in_vain_would_mean_the_test_failed|the_resolve_to_complete_the_work_prevents_logical_failure|the_living_must_supply_the_conclusion_that_makes_the_deaths_evidence | freedom_is_born_not_restored|war_is_the_labor_that_produces_the_birth|soldier_deaths_are_the_cost_of_labor|the_birth_produces_something_genuinely_new_not_a_restoration|the_new_freedom_is_a_child_of_the_war|birth_implies_life_that_can_grow_and_be_protected | democratic_government_is_a_living_organism|it_can_die_perish|its_death_would_be_biological_extinction_not_political_failure|the_resolve_is_to_keep_it_alive|government_of_by_for_the_people_is_the_species_being_preserved,sacrifice_and_redemption|experiment_and_proof|birth_and_creation,obligatory | evidentiary | generative | evidentiary,true,black_soldiers_erased|confederates_depersonalized|death_abstracted|enslaved_people_non_agent|women_absent,0.97,false,none,Reference value generated from Stage 4A evidence anchors.
rel_ident_doc_017_s01_p03_s05,sentence_identification,coder_b_codex_second_pass,doc_017,doc_017_s01_p03_s05,"It is rather for us to be here dedicated to the great task remaining before us—that from these honored dead we take increased devotion to that cause for which they gave the last full measure of devotion—that we here highly resolve that these dead shall not have died in vain—that this nation, under God, shall have a new birth of freedom—and that government of the people, by the people, for the people, shall not perish from the earth.",inst_00010|inst_00011|inst_00012|inst_00013,,the last full measure of devotion | these dead shall not have died in vain | a new birth of freedom | shall not perish from the earth,,,metaphor_related,,,,cluster_02_covenant_oath|cluster_03_experiment_proposition|cluster_04_birth_creation|cluster_01_body_organism,quantified_votive_resource | logical_proof_and_evidence | birth_generation | organic_death_and_survival,soldiers_total_self_sacrifice | soldier_deaths_as_evidence_for_democracy | post_war_freedom_and_national_renewal | democratic_government_persistence,devotion_is_a_quantifiable_resource|the_soldiers_gave_all_of_it|the_living_are_implicitly_called_to_give_more_of_their_own_devotion|partial_devotion_would_dishonor_the_total_sacrifice | deaths_are_evidence_in_the_test_of_democracy|to_die_in_vain_would_mean_the_test_failed|the_resolve_to_complete_the_work_prevents_logical_failure|the_living_must_supply_the_conclusion_that_makes_the_deaths_evidence | freedom_is_born_not_restored|war_is_the_labor_that_produces_the_birth|soldier_deaths_are_the_cost_of_labor|the_birth_produces_something_genuinely_new_not_a_restoration|the_new_freedom_is_a_child_of_the_war|birth_implies_life_that_can_grow_and_be_protected | democratic_government_is_a_living_organism|it_can_die_perish|its_death_would_be_biological_extinction_not_political_failure|the_resolve_is_to_keep_it_alive|government_of_by_for_the_people_is_the_species_being_preserved,sacrifice_and_redemption|experiment_and_proof|birth_and_creation,obligatory | evidentiary | generative | evidentiary,true,black_soldiers_erased|confederates_depersonalized|death_abstracted|enslaved_people_non_agent|women_absent,0.97,false,none,Second pass confirms the Stage 4A reference decision.
rel_ident_doc_021_s01_p01_s01,sentence_identification,coder_a_stage4a_reference,doc_021,doc_021_s01_p01_s01,Fellow-Countrymen:,,,,,,not_metaphor_related,,,,,,,,,,,,,,none,Reference value generated from Stage 4A evidence anchors.
rel_ident_doc_021_s01_p01_s01,sentence_identification,coder_b_codex_second_pass,doc_021,doc_021_s01_p01_s01,Fellow-Countrymen:,,,,,,not_metaphor_related,,,,,,,,,,,,,,none,Second pass confirms the Stage 4A reference decision.
rel_ident_doc_021_s01_p02_s03,sentence_identification,coder_a_stage4a_reference,doc_021,doc_021_s01_p02_s03,"Now, at the expiration of four years, during which public declarations have been constantly called forth on every point and phase of the great contest which still absorbs the attention and engrosses the energies of the nation, little that is new could be presented.",inst_00014,,absorbs the attention and engrosses the energies of the nation,,,metaphor_related,,,,cluster_01_body_organism,organic_consumption,war_dominating_national_life,the_nation_has_attention_and_energy_as_organic_resources|the_war_consumes_those_resources_like_a_parasite_or_disease|a_consumed_organism_has_no_resources_left_for_other_things|the_exhaustion_is_involuntary,wound_and_healing,restorative,false,,0.8,true,none,Reference value generated from Stage 4A evidence anchors.
rel_ident_doc_021_s01_p02_s03,sentence_identification,coder_b_codex_second_pass,doc_021,doc_021_s01_p02_s03,"Now, at the expiration of four years, during which public declarations have been constantly called forth on every point and phase of the great contest which still absorbs the attention and engrosses the energies of the nation, little that is new could be presented.",inst_00014,,,,,not_metaphor_related,,,,cluster_01_body_organism,organic_consumption,war_dominating_national_life,the_nation_has_attention_and_energy_as_organic_resources|the_war_consumes_those_resources_like_a_parasite_or_disease|a_consumed_organism_has_no_resources_left_for_other_things|the_exhaustion_is_involuntary,wound_and_healing,restorative,false,,0.8,true,mipvu_decision,Second pass reads 'absorbs the attention and engrosses the energies' as conventionalized rather than analytically active.
rel_ident_doc_021_s01_p03_s03,sentence_identification,coder_a_stage4a_reference,doc_021,doc_021_s01_p03_s03,"While the inaugural address was being delivered from this place, devoted altogether to saving the Union without war, insurgent agents were in the city seeking to destroy it without war—seeking to dissolve the Union and divide effects by negotiation.",inst_00015,,dissolve the Union,,,metaphor_related,,,,cluster_01_body_organism,chemical_dissolution,destruction_of_the_Union,the_Union_is_a_substance_with_structural_integrity|dissolution_breaks_down_the_structure_at_the_molecular_level|the_dissolved_substance_cannot_be_reassembled|dissolution_is_a_chemical_process_not_a_violent_rupture,wound_and_healing,restorative,false,confederates_depersonalized,0.92,false,none,Reference value generated from Stage 4A evidence anchors.
rel_ident_doc_021_s01_p03_s03,sentence_identification,coder_b_codex_second_pass,doc_021,doc_021_s01_p03_s03,"While the inaugural address was being delivered from this place, devoted altogether to saving the Union without war, insurgent agents were in the city seeking to destroy it without war—seeking to dissolve the Union and divide effects by negotiation.",inst_00015,,dissolve the Union,,,metaphor_related,,,,cluster_01_body_organism,chemical_dissolution,destruction_of_the_Union,the_Union_is_a_substance_with_structural_integrity|dissolution_breaks_down_the_structure_at_the_molecular_level|the_dissolved_substance_cannot_be_reassembled|dissolution_is_a_chemical_process_not_a_violent_rupture,wound_and_healing,restorative,false,confederates_depersonalized,0.92,false,none,Second pass confirms the Stage 4A reference decision.
rel_ident_doc_021_s01_p03_s04,sentence_identification,coder_a_stage4a_reference,doc_021,doc_021_s01_p03_s04,"Both parties deprecated war, but one of them would make war rather than let the nation survive, and the other would accept war rather than let it perish, and the war came.",inst_00016|inst_00017|inst_00018,,let the nation survive | let it perish | the war came,,,metaphor_related,,,,cluster_01_body_organism,organic_survival | organic_death | natural_event_arrival,national_political_continuity | collapse_of_the_Union | outbreak_of_civil_war,the_nation_is_a_living_organism|it_can_survive_or_fail_to_survive|survival_is_the_condition_of_all_other_national_purposes|the_nation_can_be_killed | the_nation_can_die_not_merely_fail|perishing_is_absolute_irreversible_extinction|preventing_perishing_is_an_absolute_imperative|the_Union_is_alive_and_mortal | the_war_is_an_entity_that_moves_and_arrives|it_came_from_somewhere_outside_human_will|no_human_agent_caused_it_to_come|arrival_events_are_not_chosen_by_those_to_whom_they_arrive,wound_and_healing|punishment_and_theodicy,restorative | restorative | punitive,true,confederates_depersonalized|enslaved_people_non_agent|lincoln_non_agent,0.96,false,none,Reference value generated from Stage 4A evidence anchors.
rel_ident_doc_021_s01_p03_s04,sentence_identification,coder_b_codex_second_pass,doc_021,doc_021_s01_p03_s04,"Both parties deprecated war, but one of them would make war rather than let the nation survive, and the other would accept war rather than let it perish, and the war came.",inst_00016|inst_00017|inst_00018,,let the nation survive | let it perish | the war came,,,metaphor_related,,,,cluster_01_body_organism,organic_survival | organic_death | natural_event_arrival,national_political_continuity | collapse_of_the_Union | outbreak_of_civil_war,the_nation_is_a_living_organism|it_can_survive_or_fail_to_survive|survival_is_the_condition_of_all_other_national_purposes|the_nation_can_be_killed | the_nation_can_die_not_merely_fail|perishing_is_absolute_irreversible_extinction|preventing_perishing_is_an_absolute_imperative|the_Union_is_alive_and_mortal | the_war_is_an_entity_that_moves_and_arrives|it_came_from_somewhere_outside_human_will|no_human_agent_caused_it_to_come|arrival_events_are_not_chosen_by_those_to_whom_they_arrive,wound_and_healing|punishment_and_theodicy,restorative | restorative | punitive,true,confederates_depersonalized|enslaved_people_non_agent|lincoln_non_agent,0.96,false,none,Second pass confirms the Stage 4A reference decision.
rel_ident_doc_021_s01_p04_s02,sentence_identification,coder_a_stage4a_reference,doc_021,doc_021_s01_p04_s02,These slaves constituted a peculiar and powerful interest.,,,,,,not_metaphor_related,,,,,,,,,,,,,,none,Reference value generated from Stage 4A evidence anchors.
rel_ident_doc_021_s01_p04_s02,sentence_identification,coder_b_codex_second_pass,doc_021,doc_021_s01_p04_s02,These slaves constituted a peculiar and powerful interest.,,,,,,not_metaphor_related,,,,,,,,,,,,,,none,Second pass confirms the Stage 4A reference decision.
rel_ident_doc_021_s01_p04_s04,sentence_identification,coder_a_stage4a_reference,doc_021,doc_021_s01_p04_s04,"To strengthen, perpetuate, and extend this interest was the object for which the insurgents would rend the Union even by war, while the Government claimed no right to do more than to restrict the territorial enlargement of it.",inst_00019,,rend the Union,,,metaphor_related,,,,cluster_01_body_organism,tearing_flesh,Confederate_destruction_of_the_Union,the_Union_is_a_body_or_fabric_with_physical_integrity|rending_is_violent_tearing_of_connected_material|the_torn_thing_bleeds_or_suffers|rending_is_irreparable_without_binding,wound_and_healing,restorative,false,,0.96,false,none,Reference value generated from Stage 4A evidence anchors.
rel_ident_doc_021_s01_p04_s04,sentence_identification,coder_b_codex_second_pass,doc_021,doc_021_s01_p04_s04,"To strengthen, perpetuate, and extend this interest was the object for which the insurgents would rend the Union even by war, while the Government claimed no right to do more than to restrict the territorial enlargement of it.",inst_00019,,rend the Union,,,metaphor_related,,,,cluster_01_body_organism,tearing_flesh,Confederate_destruction_of_the_Union,the_Union_is_a_body_or_fabric_with_physical_integrity|rending_is_violent_tearing_of_connected_material|the_torn_thing_bleeds_or_suffers|rending_is_irreparable_without_binding,wound_and_healing,restorative,false,,0.96,false,none,Second pass confirms the Stage 4A reference decision.
rel_ident_doc_021_s01_p04_s11,sentence_identification,coder_a_stage4a_reference,doc_021,doc_021_s01_p04_s11,That of neither has been answered fully.,,,,,,not_metaphor_related,,,,,,,,,,,,,,none,Reference value generated from Stage 4A evidence anchors.
rel_ident_doc_021_s01_p04_s11,sentence_identification,coder_b_codex_second_pass,doc_021,doc_021_s01_p04_s11,That of neither has been answered fully.,,,,,,not_metaphor_related,,,,,,,,,,,,,,none,Second pass confirms the Stage 4A reference decision.
rel_ident_doc_021_s01_p04_s12,sentence_identification,coder_a_stage4a_reference,doc_021,doc_021_s01_p04_s12,"The Almighty has His own purposes. ""Woe unto the world because of offenses; for it must needs be that offenses come, but woe to that man by whom the offense cometh."" If we shall suppose that American slavery is one of those offenses which, in the providence of God, must needs come, but which, having continued through His appointed time, He now wills to remove, and that He gives to both North and South this terrible war as the woe due to those by whom the offense came, shall we discern therein any departure from those divine attributes which the believers in a living God always ascribe to Him?",inst_00020|inst_00021|inst_00022,,"The Almighty has His own purposes | in the providence of God, must needs come, but which, having continued through His appointed time, He now wills to remove | He gives to both North and South this terrible war as the woe due to those by whom the offense came",,,metaphor_related,,,,cluster_06_providence_theodicy,divine_intentionality | divine_temporal_administration | divine_punishment_distribution,the_wars_ultimate_cause_and_meaning | slavery_as_providential_offense_with_appointed_end | the_war_as_Gods_judgment_on_both_sides,God_is_an_agent_with_intentions|those_intentions_are_not_identical_to_human_intentions|human_purposes_are_therefore_insufficient_explanations_of_events|discerning_Gods_purposes_is_necessary_to_understanding_the_war | God_administers_historical_time|slavery_had_a_divinely_appointed_duration|God_now_wills_its_removal|the_war_is_the_instrument_of_that_removal|human_abolition_efforts_are_secondary_to_divine_will | God_gives_the_war_as_a_gift_of_punishment|both_sides_receive_the_punishment|the_punishment_is_proportionate_to_the_offense|the_offense_is_slavery|both_sides_participated_in_the_offense,punishment_and_theodicy,punitive | punitive | punitive,true,enslaved_people_non_agent|lincoln_non_agent,0.98,false,none,Reference value generated from Stage 4A evidence anchors.
